,sentences,source,article_id
47352," A British trader accused by U.S. authorities of market manipulation that contributed to the May 2010 Wall Street ""flash crash"" was granted bail by a London court on Wednesday, after saying he opposed extradition to the United States for a trial.",Reuters,10258
95717,"U.S. Tnote futures were flat at 12557/64, with cash 10year yields (US10YT=RR) trading at 2.41 percent.",Reuters,15041
39868, U.S. agrochemicals firm Monsanto Co and its advisers are working flat out to accommodate Syngenta's qualms about regulatory hurdles to a deal whose perils may well outweigh the rewards.,Reuters,8749
29693,"But the sale was more about starting the process of returning RBS to the private sector and showing investors the government is reducing its interference in the bank, rather than avoiding a loss, people familiar with the decision told Reuters.",Reuters,6450
3422,It is case No. 152115.,Reuters,790
98415,"A bonus scheme granting employees at a listed company shares in an unlisted affiliate doesn't raise any legal concerns, but it is unusual for a firm to allow an executive to independently determine compensation, corporate governance experts say.",Reuters,15245
43593," Most midsize SUVs being crashtested by a U.S. safety group fared poorly, with the worst performer being the Dodge Journey, which sustained severe structural damages.",Reuters,9602
89900,"Ted Frank, a critic of what he considers excessive legal fees and who represented a couple opposing the RadioShack settlement, in a phone interview welcomed the decision.",Reuters,14558
33917,"The looming debate pits Democrats, federal regulators, safety advocates and environmentalists against the crudebyrail industry, which claims that installing the brakes would slap an unnecessary $3 billion cost on railroads, oil refiners and other owners of rolling stock, and potentially jeopardize safety.",Reuters,7344
84409,Notable buyers include the $29.3 billion BlackRock Equity Dividend Fund and the $9.2 billion T. Rowe Price SmallCap Stock fund.,Reuters,14185
20053,"Production will begin in 2018 at Navistar's plant in Springfield, Ohio.",Reuters,4140
29821,"Five decades later, Lipkin, 77, is set to be sentenced on Wednesday in Manhattan federal court for falsifying records, marking the end of the criminal case stemming from the collapse of Madoff's multibilliondollar Ponzi scheme more than six years ago.",Reuters,6469
81676,Officials at China Railway Corporation and China Railway Construction were not immediately available to comment.,Reuters,13974
88325,"A more likely occurrence in the affected vehicles, Chrysler said, is that the ignition key may not fully return to the ""on"" position from ""start,"" which could keep the windshield wipers and defroster from working.",Reuters,14456
48750,"The AngloDutch maker of Dove soap, Lipton tea and Ben & Jerry's ice cream cited an improvement in China and an earlier Easter.",Reuters,10496
31724,"""Nikkei's coup was followed on Friday by a bigger deal from life insurer Meiji Yasudas Life Insurance Co",Reuters,6884
42771,"But the World Health Organization's cancer research unit on March 20 classified glyphosate as ""probably carcinogenic to humans"" after some scientific studies raised concerns about the chemical's health and environmental impacts.",Reuters,9414
91937,"To clinch the deal, Sandoval promised that tax credits and other incentives would be available for up to 20 years.",Reuters,14717
574,Lawyers say a bigger financial threat to VW than any EU regulatory fines is likely to come from private litigation.,Reuters,123
95730,"Heinz, which was bought out by Warren Buffett's Berkshire Hathaway Inc and private equity firm 3G Capital last year, did not respond to requests for further comment.",Reuters,15043
92723,Investors were already giving the common currency a wide berth after the European Central Bank surprised on Thursday with a fresh round of stimulus.,Reuters,14786
30957,Norwegian rival  Statoil  (OL:STL) announced more spending cuts too.,Reuters,6746
42036,"""It can cost 50 percent or more of the cost to develop an app on one platform to port it to a new platform,"" said Thane, who hasn't yet used the new tools.",Reuters,9283
28095,"""Happy to discuss next steps at your convenience.""",Reuters,5984
8618,"The company hired top designers from brands such as Ralph Lauren (N:RL) and Tommy Hilfiger, to help breathe new life into its mainstay Abercrombie brand.",Reuters,1905
91935,"Sandoval said the agreement has ""changed the trajectory of our state forever"" during the signing ceremony late on Thursday, shortly after the four bills were unanimously passed by both legislative chambers.",Reuters,14717
61141,"All other futures pits will close on July 2, according to CME.Options markets have largely resisted the shift to electronic trading because the trades are often more complex than futures.",Reuters,12179
5433,"Nasdaq said Dan Kessous, ChiX Canada CEO, would continue to lead the Canadian equities trading business and the ChiX Canada team would join Nasdaq.",Reuters,1215
39245,He declined to discuss the FIFA scandal or the potential impact if Qatar is stripped of its right to host the World Cup in 2022.,Reuters,8642
21818,"Around 80 percent of those sold today are the newer, more efficient designs that have been launched since 2011, and are offered in a variety of colors from rose, pewter and lemon to pistachio and aubergine.",Reuters,4471
55899,DuPont said on Tuesday it had consulted with experts and believes the use of a traditional proxy card remains the most reliable and accurate process for electing directors.,Reuters,11595
96244,Analysts on average expected a profit of 69 cents per share on revenue of $3.96 billion.,Reuters,15086
93937,BB&T said it would pay a premium to book value of about 5.3 percent of total deposits.,Reuters,14884
8827,"Square sold 25.7 million class A common shares in the offering, led by Goldman Sachs (N:GS),  Morgan Stanley  (N:MS) and JP Morgan.",Reuters,1924
53249,"""The bank repeatedly deceived its customers and is paying a heavy penalty for it,"" Bharara said in a statement.",Reuters,11241
63207," Boeing Co (N:BA), the world's biggest planemaker, reported a 19 percent rise in quarterly profit, helped by booming demand for commercial aircraft.",Reuters,12385
95080,"""Today's proposed settlement will help ensure that hog breeders in the United States will continue to receive the benefits of vigorous competition when selling sows,"" said Bill Baer, assistant attorney general for DOJ's antitrust division.",Reuters,14982
74294,"Among those weGivaudandan (VX:GIVN), the world's biggest maker of flavours and fragrances, or media groReed Elsevierier (L:REL).Stocks from Switzerland  home to reliable earners such as Geberit  accounted for 13 out of 38 components.",Reuters,13436
15919,Keeping the prices it pays suppliers as low as it can is essential if it is to start to claw back some of this cost hit to its margins.,Reuters,3390
69145,"Amazon ""must be definitely more localized,"" said Gordon Muehl, chief technology officer of security for German business software maker SAP.",Reuters,13010
74679,"Arizona was seeking $3 billion from GM for defrauding state consumers, the New York Times reported.",Reuters,13462
36320,"The U.S. Treasuries market rallied on Monday, with yields falling to oneweek lows, as a breakdown in talks between Greece and its creditors stoked bets Athens would default on its debt.",Reuters,7917
8596,"Sarepta Therapeutics Inc, which is developing a rival treatment, jumped 28 percent to $33.37.The FDA staff reviewers said the drug, drisapersen, did not improve the production of a protein called dystrophin, the lack of which causes Duchenne's muscular dystrophy.",Reuters,1902
55959,"The FSOC wields vast powers after the 200709 financial crisis because of its ability to designate companies as 'systemically important,"" subjecting them to oversight by the U.S. Federal Reserve.",Reuters,11606
101183,"Tesla built a record 8,763 Model S sedans in the quarter, and delivered a record 7,579 cars to customers, while being ""unable to keep pace with increased demand"" in North America and Europe.",Reuters,15455
16648,=KFTC> touched a threemonth peak and Malaysia's ringgit <MYR,Reuters,3493
90385,"Apollo has been taking part in an auction of Tranquilidade since early 2014, months before BES and the Espirito Santo family first revealed their severe debt problems.(1 US dollar =",Reuters,14606
67760,Both banks paid senior staff more than five times more in variable pay than fixed pay in 2013.,Reuters,12862
31509,News of Lynch's transition comes days after the bank said it would replace its chief financial officer and other top executives in a management shakeup.,Reuters,6849
29184,The company said it expected operating costs to fall by lowsingle digit percent in the third quarter.,Reuters,6320
5898,"Draghi on Friday said the ECB could deploy more stimulus if needed, leading traders to reestablish short positions in the bloc's single currency.",Reuters,1304
82629,AirAsia India did not respond to requests for comment on IndiGo.,Reuters,14053
72469,"General Motors Co, Chrysler Group, Toyota Motor Corp and Honda Motor Co all reported yeartoyear sales gains in November, while Ford Motor Co and Nissan Motor Co Ltd had modest declines.",Reuters,13288
91640,Funds with some $1.3 trillion in assets aim to duplicate the performance of the MSCI Global Investable Market indexes.,Reuters,14695
35164,Euro zone leaders held an emergency meeting in Brussels on Tuesday and plan another on Sunday to approve a plan to aid Greece if creditor institutions are satisfied in the meantime with a Greek loan application and reform commitments.,Reuters,7597
7229,"Sanofi could also pursue an outright sale of its European generics business, worth up to 3 billion euros.",Reuters,1605
74936,"Boeing led the way in adopting justintime ""Lean Manufacturing"" inspired by Toyota in the 1990s and its coloured progress charts have become a common sight, including at Airbus.",Reuters,13479
85532,"The company is already investigating alleged bribery in a number of Middle East countries, including Lebanon, Jordan, Syria and Iraq, as well as Poland.",Reuters,14248
78458," British engineer RollsRoyce (L:RR) plans to cut 2,600 jobs to save money and has replaced its finance director, aiming to restore confidence following two profit warnings in eight months.",Reuters,13763
85233,"""The sporting goods and lifestyle market is in permanent flux.",Reuters,14230
45410,"This led to the dumping of German Bunds, U.S. Treasuries and British Gilts.",Reuters,9927
33818,"Benchmark 10year U.S. Treasury notes were last up 7/32 in price to yield 2.40 percent, from a yield of 2.43 percent late on Monday.",Reuters,7310
12497,"Both are ""wound way too tight,"" the investor said.",Reuters,2687
105635,"On Tuesday, Goldman reported the business generated $1.4 billion in revenue during the second quarter, up 8 percent from the same period a year earlier.",Reuters,15844
73325,"Kinder Morgan said that while it will not be able to finish all planned work before Dec. 1, it believes it has obtained enough data for the National Energy Board, Canada's energy regulator, to complete its review of the project.",Reuters,13347
42282,"CEO Andy Palmer told the industry publication on Tuesday that the U.S. state of Alabama is the ""obvious choice"" for a new plant to build the upcoming DBX crossover SUV, but a decision has not been made.",Reuters,9320
89372,"""That means we have to change.""",Reuters,14521
82367,"Manufacturers are expected to send in expressions of interest by Oct. 22 to the California High Speed Railway Authority, which will later issue formal requests for proposals.",Reuters,14029
19179,Previous settlements included a fund originally set at $7.8 billion to compensate individuals claiming economic harm from the spill.,Reuters,3956
12211,Health officials have urged anyone who ate at Chipotle as early as Oct. 1 and suffered vomiting and bloody diarrhea to see their healthcare provider.,Reuters,2643
104223,"""Isn't everywhere like this?"" asked student Li Xiaoye, 20, eating a beef burger in a Shanghai McDonald's outlet.",Reuters,15734
15111,"Valeant said it had shipped $69 million worth of medications at wholesale prices to R&O, and that the pharmacy ""is currently improperly holding significant amounts it receives"" from insurers.",Reuters,3197
108293,"It's important,"" French Economy Minister Arnaud Montebourg told French broadcaster BFM TV on Sunday.",Reuters,16139
3244,"Instead, such pharmacies can prepare medications only for individual patients once they have a prescription, and must comply with state and federal regulations.",Reuters,779
78644,She declined to say whether other violators may also be fined.,Reuters,13774
26920,"At the end of the day, only 16 companies trading in Shanghai and Shenzhen were in positive territory.",Reuters,5695
80858,Bank of America and the SEC were not immediately available for comment.,Reuters,13918
34859,"Threemonth aluminum prices have slumped almost a quarter since September, weighed down by the global surplus, and have hovered close to or below the cost of production for a big portion of global capacity.",Reuters,7533
83442,Analysts say positive guidance coupled with jet fuel savings could reverse the stocks' downward trend.,Reuters,14109
82809,"The company said Friday the recall covers about 442,265 cars in the United States and 126,000 in Canada, including 20112013 VW Jettas and 20122013 VW Beetles.",Reuters,14066
67508,"""We're always looking for the latest version,"" said Harry Balzer, an analyst at NPD Group, a market research company.",Reuters,12836
44839,"The bank has admitted past controls at its Swiss private bank fell short of standards, after allegations it helped thousands of rich customers dodge taxes, but said on Tuesday the scandal had not hurt its bottom line.",Reuters,9850
43521,Brent crude  was up $1.80 at $66.71 a barrel.,Reuters,9569
71412,"""Through fraudulent conveyances involving shell companies, Deutsche Bank tried to make its potential tax liabilities disappear,"" Bharara said in a statement.",Reuters,13198
22418,"In the AppleSamsung patent wars, ""Apple has won every round,"" he said.",Reuters,4622
69512,The stock had gained 2.4 percent this year as of Tuesday's close.,Reuters,13055
64123,"Reuters found that from December 2006 through September 2013, about 40 companies won a combined $88.1 million in Pemex contracts after Pemex's internal SFP unit banned them.",Reuters,12474
61978,"""Set up in 2014, Ant Financial has been growing rapidly, largely through targeting smaller businesses and hundreds of millions of consumers who are often under served by China's larger banks.",Reuters,12270
70446,"However, the complaints dropped significantly this year.",Reuters,13132
22657,"The National Retail Federation and other industry groups have said the decisions would wreak havoc on stores, pitting groups of employees against each other and forcing companies to negotiate with multiple unions that could have competing interests.",Reuters,4668
88496,"Reuters reported on Monday that GSK was under pressure to make changes, including a possible early replacement of the current chairman, Chris Gent, as a result of its problems which have undermined investor confidence.",Reuters,14464
84157,"""This is happening in the middle of a major profit warning from Ford and people are still very concerned about GM.",Reuters,14168
59496," The aerospace industry is shifting more manufacturing investment to the United States after a decade in which production jobs in the sector flowed to China and other emerging economies, according to a new study.",Reuters,12018
16700,"""Tesla, which this month unveiled its Model X SUV, has been the U.S. pioneer in luxury electric cars charged by batteries.",Reuters,3497
99523,"Vivendi's chairman, Vincent Bollore, is already one of Italy's most influential foreign investors thanks to a 9 percent stake in Mediobanca (MI:MDBI), Italy's bestknown investment bank.",Reuters,15328
82672,JPMorgan said neither it nor GM intended to nix the lien.,Reuters,14058
49677,FOCUS ON INDUSTRIALThe moves announced on Friday will dramatically reduce GE's exposure to lending and other financial businesses.,Reuters,10656
7139,"Minivans, or multipurpose vehicles (MPVs), were front and center at the Guangzhou auto show, where Volkswagen (DE:VOWG_p) AG presented a supersized version of its Touran and Guangzhou Automobile Group subsidiary GAC Motor showcased a prototype minivan.",Reuters,1589
67506,McDonald's is cheaper than Shack Shack and competes for a less affluent consumer.,Reuters,12836
5384,The tests are only to set crash ratings that are included on new car window stickers  not for crash tests needed in order for vehicles to be legally sold in the United States.,Reuters,1198
47576,"MY ASS'The arrest is likely to renew scrutiny of highfrequency and automated trading, widespread practices that have been controversial ever since the flash crash and especially after Michael Lewis's 2014 bestseller ""Flash Boys"" said that equity markets were rigged.",Reuters,10297
38195,Honda Motor Co Ltd on Monday said it will recall 1.39 million Accord and Civic model sedans with potentially faulty front passengerside air bags made by Japan's Takata Corp.,Reuters,8400
106158,"A lawyer for the plaintiffs, James Sabella, had acknowledged at a hearing after that May ruling that ""without a damages expert a securities fraud trial can't be tried.",Reuters,15944
31334,"Last year, General Motors Co (N:GM) was ordered to pay $35 million for a decadelong delay in reporting faulty ignition switches tied to more than 120 deaths.",Reuters,6827
60737,"Hyundai said in a regulatory filing that it acquired both common and preferred shares between Nov. 12 and Feb. 3, based on the buyback plan the company announced in November.",Reuters,12133
76467,"Even with the appliances sale, GE's brand ""means a lot to consumers,"" GE Chief Marketing Officer Beth Comstock said on Tuesday, underscoring a major rationale for the products that will be cobranded with both companies' names.",Reuters,13620
41973,"Shares in Altice, which is controlled by French billionaire Patrick Drahi, were 7 percent higher at 123.65 euros by 0719 GMT.Drahi has turned Altice into a serial acquirer since taking it public in January 2014.",Reuters,9276
59373,"For Fidelity's New Markets Income Fund, the overweight bet on Venezuela has also been costly.",Reuters,12008
16739,"Shares of data storage company Pure Storage fell in their first day of trading earlier this month, a worrisome sign since the IPO gave the company a $3.1 billion market cap that nearly matched its valuation in the private market.",Reuters,3508
104900,"Novartis refined its guidance for core operating income, saying it expected growth at a midtohigh singledigit rate compared with a previous outlook for it to grow ahead of sales.",Reuters,15789
57470,"The metalworkers union of Sao Jose dos Campos, which holds leadership elections next week, has butted heads repeatedly with GM as the automaker trimmed its payrolls at the local plant from about 7,500 workers in 2012 to about 5,200 currently.",Reuters,11809
41107,"They included Brevan Howard, which moved its main office to Geneva as tax rate hikes and tighter EU regulations loomed.",Reuters,9100
13030,"After that, we'll be in position to decide on our next steps,"" he said.",Reuters,2784
95939,"In addition to more than $540 million in taxes and interest, the SEC is seeking nearly $140 million in profits and a $51 million penalty for Sam Wyly, all amounts the Wylys dispute.",Reuters,15057
39994,"The biggest long volatilityfocused ETF, the iPath S&P 500 VIX ShortTerm Futures ETN, for example, has attracted $766 million in new investments this year  while it is down about 40 percent.",Reuters,8816
9560,"""Valeant is also facing investigations by prosecutors in New York and Massachusetts over its drug pricing and programs that provide financial assistance to help patients cover outofpocket expenses for their medications.",Reuters,2093
75771,"""We still believe that on a casebycase basis there is meaningful value to be had from inversions,"" Read said.",Reuters,13557
66999,"He said the parent body would continue ""to put pressure"" on the American Red Cross to change its policy, although he would not say what form that pressure would take.",Reuters,12769
493,"She said the car indicates the direction of Buick sedans, but would not say if there were plans to make a production model.",Reuters,115
48266,The Dow and S&P 500 both snapped two weeks of gains.,Reuters,10415
103810,"we believe the shares remain attractively priced,"" Nomura analyst Jon Peace said.",Reuters,15703
79247,"On Thursday, lawyers for U.S. consumers asked a federal judge in Miami to speed up a class action against Takata and four automakers, saying public safety was at stake.",Reuters,13804
98941,"But investors remained wary with tensions persisting in other global hotspots such as Iraq, marked by an increasing death toll and new U.S. air strikes.",Reuters,15285
82850,"""The possible return to recession in the euro zone, a floundering economy in Japan, slowdown in China and the Ebola virus outbreak have conspired to rattle investors already fretting about the end of years of U.S. stimulus.",Reuters,14068
103694,Sales of both products were halted on Tuesday.,Reuters,15676
3919," The UK division of Starbucks UK (O:SBUX) on Tuesday reported higher profits for the year ending Sept. 27, even as its tax payment to Britain decreased by as much as 28 percent.",Reuters,898
106977,"Tag Heuer, part of luxury goods group LVMH, said on Friday its vice president for sales, Patrick Pruniaux, who had been with the brand for seven years, was leaving on Monday to join Apple.",Reuters,16017
91266,"""From my side, it doesn't fill me with that much enthusiasm.",Reuters,14675
61018,"The Japan unit, 49.9 percent owned by McDonald's Corp, was hit last year after a major Chinese supplier of chicken was found to have been in breach of food safety standards.",Reuters,12166
41109,Hedge fund industry sources said the plan suggested some traders were missing the city's buzzing night life.,Reuters,9100
104180,The CNBV sent its report to Mexico's attorney general's office.,Reuters,15730
94092,"Many lawmakers are concerned that by doing so they could be blamed if gasoline prices rose, even if a price move was caused by other factors.",Reuters,14901
81687,"Boris Ilyevsky, managing director of ISE's options exchanges, said that ISE supports the concept of a theoretical price band for options, noting that it would be an added risk protection mechanism for the market.",Reuters,13975
31682,"Euro zone business activity also started the second half on a less secure footing than expected, hit by Greece's nearbankruptcy.",Reuters,6877
51906,"LightSquared's case has been closely watched because its main asset, wireless spectrum, is considered very valuable.",Reuters,11062
24585,"It follows Tesco's costly exits from Japan and the United States, as well as a reduction of its exposure to China, under previous management and highlights the difficulty Western retailers have had away from their home markets.",Reuters,5125
13317," An engine on a passenger jet bound for Caracas, Venezuela, burst into flames while taxiing for takeoff at a Florida airport on Thursday, forcing frightened passengers to exit the plane using inflatable emergency slides.",Reuters,2838
93943,Dollar Tree Inc (O:DLTR) agreed in July to buy Family Dollar for $8.5 billion.,Reuters,14886
3473,"The bank is expected to pay at least $200 million to resolve parallel civil charges by both the Securities and Exchange Commission, as well as the Commodity Futures Trading Commission, one of the people said on Thursday.",Reuters,800
27653,"""The interns came across as lessthanexemplary workers, the SEC said, with bank employees complaining that two were absent repeatedly and a third ""wasn't actually as hardworking"" as hoped.",Reuters,5874
62334,Tsien said the new joint venture aims eventually to export its affordable cars out of Indonesia to neighboring markets in Southeast Asia.,Reuters,12295
9967,"""While we regret the investors' losses, no audit of a Madoffadvised fund could have detected this Ponzi scheme,"" she said.",Reuters,2155
10013,"Fresh legislation from Congress on inversions, despite occasional rhetoric to the contrary from lawmakers on Capitol Hill, is regarded as unlikely before the 2016 elections.",Reuters,2157
57958,"It also accused one of the five defendants, Mujeeb Ijaz, of helping Apple recruit among its ranks.",Reuters,11857
95948,"Investors had been hoping that Yellen would catapult the S&P to the milestone 2,000 level.",Reuters,15059
104887,"Despite the sales miss, the Baselbased company confirmed its fullyear guidance for a rise in sales and profit, expecting revenue from new products to offset generic competition to its blood pressure pill Diovan.",Reuters,15789
73981,"But Jindal, a former parliamentarian from the opposition Congress party, said he would nevertheless expand the company's businesses aggressively.",Reuters,13410
46731,"He cited low RoEs, high operational risk and hefty potential costs from regulation.",Reuters,10173
101265,"Uruguay isn't facing its own debt problems this time around, but it is bracing for a downturn in tourism from Argentina that may leave its beaches even more deserted.",Reuters,15458
99918,"""That kind of herd mentality is something we want to avoid, so we want to move quickly, as quickly as possible,"" Obama said.",Reuters,15362
18284,"VW late last week informed dealers it would offer ""loyalty bonuses"" of $2,000 for owners who want to trade in their cars.",Reuters,3813
74181,The benchmark S&P 500 index was posting 93 new 52week highs and no new lows; the Nasdaq Composite was recording 106 new highs and 28 new lows.,Reuters,13429
104154,"The real problem was with the bank's institutional failure to have proper controls in place, the CNBV says.",Reuters,15730
89126,"But Philip Scruggs, president of AerCap (N:AER), the world's secondlargest lessor, said the market had reached its top.",Reuters,14503
104848,"Sky Italia and Sky Deutschland (DE:SKYDn).The purchase is just the latest in a string of deals in the global media sector to buy content and follows ITV's drive to develop its production arm and generate revenue beyond its traditional, and volatile, advertising source.",Reuters,15787
16146,They have dropped nearly 17 percent this year.,Reuters,3408
102918," General Motors Co wants to put nearly a fifth of its workers at a factory in Brazil on paid leave, an auto workers union said on Thursday, amid falling output in Latin America's largest economy.",Reuters,15605
82206,"""The board has been there for a long time.""",Reuters,14010
65154,"But in July 2013, DerYeghiayan, who worked in Chicago, testified that over his objections, federal prosecutors in Baltimore met with Karpeles as part of an investigation over unlicensed money transfers.",Reuters,12595
42138,Transcripts of online chat rooms made public in November showed how traders shared confidential information about client orders and otherwise conspired to benefit their own transactions.,Reuters,9288
34783,The combined company is expected to have annual revenue of more than $10 billion  double Coty's turnover  and will be led by Coty CEO Bart Becht.,Reuters,7511
26799,"A Sanford C. Bernstein survey earlier this month of nearly 100 current and former Syngenta investors found that about 92 percent were in favor of a negotiated deal, and would accept a 5 percent higher offer from Monsanto.",Reuters,5652
12667,"Volkswagen in a response Monday took issue with the EPA's findings, saying that ""no software has been installed"" in its 3.0liter V6 diesel engines ""to alter emissions characteristics in a forbidden manner.""",Reuters,2716
858,"On that basis, a reduction of a roughly 20percent drop in sugar calories consumed could amount to 3.7 million tonnes  small relative to worldwide use of over 186 million tonnes, but still more than enough to meet the entire needs of Egypt.",Reuters,179
17912,"In a rare concession to protests, Lukashenko has also questioned whether Russia should be building a military air base in Belarus.",Reuters,3750
68277,"Brinsley, who was described by de Blasio as ""emotionally troubled"" and a ""career criminal"", shot and killed himself after slaying the officers.",Reuters,12924
65004,Shares of both FXCM and Leucadia were halted during the session.,Reuters,12577
101025,The company is spending more than $20 billion on five new projects it hopes will boost production 20 percent by 2017.,Reuters,15441
38724,The move came as the European Union told Greek Prime Minister Alexis Tsipras to stop gambling with his country's future and take crucial decisions needed to avert default.,Reuters,8501
110083," Barra also met with accident victims' families on Monday night in Washington, D.C., according to the company, ABC reported.",Reuters,16907
108752,(NYSE:TM) and Honda (NYSE:HMC) declined to comment.,Reuters,16368
39373,"For the quarter ended May 2, net loss attributable to shareholders was $303 million, or $2.85 per share, following a loss of $402 million, or $3.79 per share, a year earlier.",Reuters,8674
46691,Standard Chartered said it was listening to shareholders on whether it should consider moving.,Reuters,10162
36597,"Martin Schilling, a director at accounting firm PricewaterhouseCoopers, estimates that between 350 billion and 400 billion francs have left Swiss banks since the financial crisis, with the majority going to other European countries.",Reuters,7988
87201,"The study's authors analyzed about 50,000 earnings calls from 2002 to 2012, focusing on the nearly 9,500 that received little feedback during the open questionandanswer session of the call.",Reuters,14354
102998,"Auto sales in Europe remain 19 percent below 2007 levels, and factories are running at an average 72 percent of capacity despite the closure of several plants in the past three years, according to consultancy AlixPartners.",Reuters,15609
25740,"Suzuki, this isn't that much money,"" he added.",Reuters,5425
57600,"Derek Cohen, 52, admitted that he netted about $200,000 from a series of stock and options trades made after learning that the company planned to buy Atheros Communications in 2011, a statement from the U.S. Attorney's Office in San Diego said.",Reuters,11822
43800,"Transport links including harbor access were among the decisive considerations that ultimately weighed in South Carolina's favor, according to the carmaker.",Reuters,9639
102105,BP said secondquarter production fell nearly 3 percent to 3.1 million barrels of oil equivalent a day.,Reuters,15538
34412,"Their star expert witness, Raquel Gur, director of the Schizophrenia Research Center at the University of Pennsylvania, spent a grueling four days on the stand defending her diagnosis that Holmes was legally insane.",Reuters,7437
6342," Volkswagen (DE:VOWG_p) has split a 20 billion euro ($21.1 billion) bridge loan between 13 banks to help shoulder the costs of its emissions scandal, two people familiar with the matter said.",Reuters,1404
27796,"Copper futures CMCU3 fell 1.9 percent to $5,020.0 per tonne, a fresh sixyear low.",Reuters,5910
49341,Several investors said the time was right for HSBC to plan for a change.,Reuters,10587
15229,Valeant spokeswoman Laurie Little was not immediately available for comment.,Reuters,3228
49466,"The IFC declined to disclose how big an ownership stake it holds in Planet Labs, and it would not say whether it will require the company  or other U.S. startups it has invested in  to meet specific goals that would benefit developing countries.",Reuters,10610
38953,"About 6.5 billion shares changed hands on U.S. exchanges, above the 6.0 billion daily average for June so far, according to BATS Global Markets.(",Reuters,8551
40299,"Even with his big bet on healthcare, he's planning on adding more.",Reuters,8866
68204,"Shigehisa Takada, the grandson of the company founder, will become president.",Reuters,12918
19629,"There has not been a sustained UAW strike in decades, and this makes the first time a national contract negotiated between the UAW and a major car maker has been rejected since 1982.",Reuters,4048
37787,"    The company's story, recounted to Reuters by six current and former executives and employees, is not an isolated one.",Reuters,8311
58034,"One of the central issues, according to the union, is employee safety.",Reuters,11860
58952,"About 6.5 billion shares changed hands on U.S. exchanges, below the 7.3 billion average so far this month, according to BATS Global Markets.",Reuters,11956
66803," Morgan Stanley (NYSE:MS) said it has raised about $1 billion for a new credit fund, the latest in a series of private equitytype vehicles it is raising despite a new regulation that limits the bank's own participation in such funds.",Reuters,12752
18632,"""There's more risk in being that far away from the customer,"" said D. Steve Boland, the Bank of America executive in charge of mortgage and auto lending.",Reuters,3867
95144,Roche announced its proposed $8.3 billion cash purchase of InterMune on Sunday.,Reuters,14985
56505,The S&P 500 posted 26 new 52week highs and 2 new lows; the Nasdaq Composite recorded 93 new highs and 27 new lows.,Reuters,11667
94303,"Malmo Aviation, owned by Sweden's Braathens Aviation, was slated to be the first CSeries customer to take delivery of the new jet in the second half of 2015, but the airline said on Friday that will no longer be the case.",Reuters,14922
40921," The head of Airbus Group (PA:AIR) sought on Wednesday to reassure investors over the impact of a recent crash of the A400M military transporter, saying its subsequent partial grounding should not disrupt 2015 financial forecasts.",Reuters,9044
17560,"Financial companies are expected to show earnings growth of 8.4 percent, behind only telecoms and consumer discretionary companies in expected growth for the quarter.",Reuters,3692
72012,Data from the United States supported sentiment.,Reuters,13248
103008,"""Ford showed its first quarterly pretax profit in Europe in three years, despite a $329 million charge related to poor cash flow in the company's joint venture with Russian carmaker Sollers.",Reuters,15609
81924,"Revenue from the printing business fell 6 percent to $2.02 billion in the third quarter ended Sept. 30, from a year earlier.",Reuters,13989
83245,"Authorities involved in the sanctions settlement view the BSA probe as coming ""out of left field,"" one of the two sources said.",Reuters,14095
109689,OTHER BIDDERS              A Pfizer move on AstraZeneca might flush out other bidders.,Reuters,16753
15632,"""We have seen some opportunities to do some longerterm structural cost reduction,"" Hayes said.",Reuters,3316
12794,"Given its existing HAE presence, Ornskov acknowledged the deal would be scrutinized by antitrust authorities and he said Shire was already preparing for this.",Reuters,2729
56950,"""Emirates does its own thing.",Reuters,11741
74057,"Roughly 30 members of the sixth generation, aged between 15 and 30, are contenders to see if they could one day run Wallenberg's Investor holding company and several foundations with major stakes in Electrolux, Atlas Copco and Ericsson.",Reuters,13419
79018,"In the search for growth, Sanofi's focus on diabetes, rare diseases, emerging markets, overthecounter treatments, animal health and generics seemed to make sense.",Reuters,13795
72543,"The agency said its investigators found a number of design and manufacturing concerns that could have led to the short circuiting, including the presence of foreign debris and an inspection process that could not reliably detect defects.",Reuters,13294
100554,Both sources said Deutsche Telekom Chief Executive Tim Hoettges does not see Iliad's bid as attractive because he is skeptical that it would be able to cut out $10 billion in costs from the business as promised.,Reuters,15406
17408,"While the Justice Department does not have a seat at the table, it has volunteered analysis and answered questions from the other departments, the source said.",Reuters,3647
62756,"On Thursday, that consensus forecast was flat from a year ago including the energy sector, and cut to 7.9 percent growth excluding energy.",Reuters,12335
24650,"A Greek bank rescue fund financed by Greece's creditors pumped 25 billion euros into the banks in exchange for shares in 2013 and already holds majority stakes in National Bank, Piraeus Bank and Alpha Bank, and a 35 percent stake in Eurobank.",Reuters,5137
29782,"But at Toyota, price competition has particularly hit its RAV4 as car makers seek to capitalize on a vogue for SUVs.",Reuters,6458
26966,"one has any interest in a grassroots exploration project right now,"" said Yari Nieken, chief executive of Chlormet Technologies , which has bought an ecigarette company and has a license to grow medical marijuana pending.",Reuters,5704
91654,"Dennis Hudachek, a senior specialist with ETF.com, an expert on exchangetraded funds said several major Internet companies listed in the United States but based in China were affected by current index rules.",Reuters,14695
14178,"Major markets like Brazil are in a recession, or face lower growth rates, such as China,"" Chief Executive Kurt Bock said.",Reuters,3009
